label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
ㅇ,0.0,0.0,0.0,-0.14282645,-0.042042304,-0.0190004,-0.25685146,-0.14835878,-0.03964279,-0.3543751,-0.21158805,-0.06981522,-0.43094605,-0.28066817,-0.09662979,-0.20026396,-0.43002257,0.002713969,-0.31385094,-0.5124586,-0.07595117,-0.38282523,-0.44593462,-0.14330167,-0.42086846,-0.35552108,-0.17760499,-0.15450045,-0.48720545,-0.026018087,-0.22767153,-0.6738842,-0.07227926,-0.31928563,-0.7685465,-0.11392641,-0.39727327,-0.8410825,-0.14272188,-0.091923304,-0.49388003,-0.06749612,-0.1298578,-0.71356773,-0.11305675,-0.18079104,-0.8473954,-0.1477466,-0.23553175,-0.9569908,-0.1693915,-0.02540276,-0.45584062,-0.11267023,-0.020623172,-0.63005006,-0.14929265,-0.030975608,-0.7578664,-0.1636904,-0.051216822,-0.8712454,-0.17209712
ㅇ,0.0,0.0,0.0,-0.15038171,-0.070225075,-0.013685283,-0.26817167,-0.20984066,-0.02597813,-0.36405557,-0.31027284,-0.048955183,-0.41528055,-0.41391346,-0.068666965,-0.1611688,-0.449898,0.04230479,-0.2585703,-0.5599889,-0.018739276,-0.33511215,-0.5107606,-0.07534158,-0.3652912,-0.44061866,-0.10324059,-0.117558785,-0.50442594,0.020756295,-0.19195114,-0.6937817,0.0024655848,-0.24547495,-0.81703234,-0.012868959,-0.27973044,-0.9258128,-0.023181027,-0.053376663,-0.5128269,-0.016434366,-0.071396835,-0.7254382,-0.04180037,-0.09529417,-0.8696543,-0.052100427,-0.1130102,-0.9919548,-0.057046376,0.013542254,-0.4774203,-0.058390908,0.05397028,-0.63800436,-0.08523349,0.06991245,-0.7589284,-0.08917104,0.08007737,-0.87413627,-0.08777849
ㅇ,0.0,0.0,0.0,-0.1472609,-0.05645988,-0.029747615,-0.27158657,-0.16210225,-0.051955115,-0.3681417,-0.22769363,-0.081871204,-0.4144275,-0.2995001,-0.10748595,-0.21905002,-0.435869,-0.004628249,-0.31864294,-0.5372609,-0.08491597,-0.36981755,-0.45605403,-0.15407579,-0.39390194,-0.36297086,-0.1890665,-0.153451,-0.49422407,-0.028732691,-0.22266418,-0.67699254,-0.0748634,-0.29432172,-0.78325427,-0.121694885,-0.35521743,-0.87959474,-0.15591231,-0.07113158,-0.5006563,-0.06664734,-0.11292853,-0.71053594,-0.113575496,-0.14874126,-0.8458645,-0.15774883,-0.1861479,-0.9647046,-0.18626337,0.018787827,-0.46085897,-0.10864586,0.02839106,-0.63162965,-0.14489314,0.0319257,-0.7522276,-0.16383839,0.026124751,-0.8656876,-0.17611411
ㅇ,0.0,0.0,0.0,-0.15211649,-0.0658275,-0.011652836,-0.27249065,-0.19909494,-0.02325774,-0.37231687,-0.29718494,-0.045699485,-0.42547336,-0.40155727,-0.06480497,-0.16549048,-0.44157505,0.044043496,-0.2653717,-0.550808,-0.016549217,-0.341555,-0.50378907,-0.07387768,-0.37254286,-0.43451822,-0.10263191,-0.12300799,-0.4976348,0.021517744,-0.19776854,-0.6887062,-0.00036802082,-0.25093463,-0.8156213,-0.020893553,-0.28654692,-0.92821896,-0.0355947,-0.059689324,-0.5104782,-0.016213192,-0.080530964,-0.72418904,-0.043467313,-0.101522736,-0.8676197,-0.059956595,-0.11642858,-0.9907368,-0.06989337,0.0056399517,-0.48207834,-0.05818045,0.042992458,-0.6485034,-0.08357443,0.06446896,-0.7730465,-0.09000693,0.08100754,-0.8912217,-0.091975085
ㅇ,0.0,0.0,0.0,-0.15516074,-0.08417293,-0.023976998,-0.27097413,-0.22737034,-0.043115295,-0.35475364,-0.34576496,-0.07111257,-0.39309943,-0.4667551,-0.093982235,-0.14973652,-0.45298278,0.026528845,-0.2450949,-0.5687473,-0.04037093,-0.3140344,-0.5082272,-0.098508015,-0.33593032,-0.42923293,-0.12710713,-0.09543566,-0.5085705,0.0075109145,-0.16217463,-0.70474714,-0.026047304,-0.20869285,-0.83951056,-0.049879897,-0.23753043,-0.96147954,-0.06490166,-0.028786011,-0.515772,-0.027082456,-0.041074302,-0.7281765,-0.06427574,-0.05715143,-0.8700185,-0.07862345,-0.06921505,-0.9940372,-0.08425661,0.03727488,-0.47912696,-0.06668308,0.074927926,-0.6426749,-0.097063616,0.09502283,-0.76471037,-0.10053017,0.11102374,-0.87816226,-0.098363586
ㅇ,0.0,0.0,0.0,-0.14203951,-0.09361807,-0.02339888,-0.2459447,-0.236589,-0.045169253,-0.32913288,-0.34904364,-0.075968705,-0.3685436,-0.46693802,-0.102409296,-0.11070607,-0.4669569,0.025530579,-0.20613575,-0.5778589,-0.041624684,-0.28686443,-0.53080106,-0.1016429,-0.32140836,-0.4631922,-0.13191546,-0.06544998,-0.5117164,0.005538473,-0.1321529,-0.711292,-0.026847653,-0.18636785,-0.84757596,-0.0516836,-0.22203575,-0.97264975,-0.06820898,-0.0052704946,-0.510536,-0.02976953,-0.01818987,-0.72239923,-0.0649518,-0.036698844,-0.866426,-0.08104607,-0.04944628,-0.9946626,-0.0889974,0.052929837,-0.46909222,-0.07022075,0.09625931,-0.6353334,-0.09737984,0.120783985,-0.759126,-0.10145131,0.14088827,-0.8785911,-0.10116391
ㅇ,0.0,0.0,0.0,-0.14506343,-0.036680374,-0.031039884,-0.28332022,-0.12236156,-0.053362947,-0.38642395,-0.17290416,-0.08241681,-0.43065763,-0.23664537,-0.106531516,-0.24135728,-0.4106436,-0.005463404,-0.35380206,-0.48313496,-0.08725912,-0.4001245,-0.38535655,-0.1582474,-0.41776535,-0.29066303,-0.19388682,-0.18275443,-0.47502908,-0.029514557,-0.26787308,-0.6487252,-0.07428172,-0.34891546,-0.74464095,-0.121639535,-0.42139575,-0.83902425,-0.15679471,-0.10296729,-0.49257153,-0.06745407,-0.16556889,-0.6957504,-0.11379498,-0.21426713,-0.8263673,-0.159119,-0.26366532,-0.94598585,-0.1886571,-0.012681187,-0.4685821,-0.10953375,-0.015200162,-0.6436635,-0.14478578,-0.02145858,-0.7625508,-0.16279915,-0.03712441,-0.874651,-0.17451756
ㅇ,0.0,0.0,0.0,-0.1511855,-0.08443584,-0.023185458,-0.2652618,-0.22528805,-0.041962735,-0.35145164,-0.34109786,-0.06961676,-0.39269692,-0.45703334,-0.09259755,-0.14643769,-0.45465827,0.027678194,-0.24549145,-0.56618756,-0.037530378,-0.31146955,-0.50101215,-0.09616269,-0.3287686,-0.42025593,-0.12564747,-0.09541921,-0.50977093,0.0087985415,-0.16423583,-0.70424306,-0.020379104,-0.2111598,-0.8360855,-0.04417891,-0.24015784,-0.9570497,-0.06060752,-0.029757658,-0.51721406,-0.025437769,-0.04382813,-0.728209,-0.05896948,-0.060724016,-0.8694081,-0.07578351,-0.07255847,-0.99375325,-0.08479275,0.035591524,-0.4804857,-0.06460627,0.07355472,-0.64099926,-0.093223855,0.09370724,-0.76084054,-0.09813798,0.10937102,-0.87410325,-0.09804163
ㅇ,0.0,0.0,0.0,-0.15357856,-0.02528098,-0.0071124197,-0.28636247,-0.124121524,-0.0211371,-0.39085725,-0.16841955,-0.046923615,-0.47187492,-0.21191725,-0.06957695,-0.24421312,-0.4143386,0.014844659,-0.36723307,-0.4624671,-0.06490206,-0.42740756,-0.37230983,-0.13030082,-0.45355472,-0.2680585,-0.16242829,-0.20753323,-0.4670117,-0.021771193,-0.30305773,-0.64335,-0.070322946,-0.40593758,-0.7232542,-0.11070606,-0.4950547,-0.7836533,-0.13776076,-0.1477797,-0.47084358,-0.071616,-0.21043696,-0.6878102,-0.12244303,-0.2789639,-0.8165083,-0.15944432,-0.34652767,-0.92026883,-0.18172465,-0.08196634,-0.43288136,-0.123935014,-0.10226124,-0.6077369,-0.16750103,-0.12757203,-0.73974895,-0.1867974,-0.1590522,-0.85630983,-0.19863383
ㅇ,0.0,0.0,0.0,-0.146886,-0.08821056,-0.020568335,-0.24924496,-0.22099066,-0.040394537,-0.33421758,-0.32574272,-0.06943945,-0.39144766,-0.43052584,-0.0940546,-0.12353294,-0.461547,0.026315369,-0.23758566,-0.55417824,-0.0329238,-0.3047502,-0.47509307,-0.08864309,-0.31957266,-0.39224046,-0.11828663,-0.08067983,-0.51065195,0.0062736613,-0.16275512,-0.7002635,-0.022807162,-0.2233553,-0.8268613,-0.04985269,-0.26582113,-0.9498925,-0.071163476,-0.02560547,-0.51519465,-0.027703855,-0.049908172,-0.7314446,-0.0606757,-0.07695209,-0.86768746,-0.08035823,-0.09624573,-0.9908993,-0.09410249,0.025094924,-0.48085627,-0.066087194,0.063627884,-0.6420092,-0.09410249,0.082565896,-0.7653408,-0.10267468,0.09713004,-0.8846979,-0.10784674
ㅇ,0.0,0.0,0.0,-0.1602631,-0.024984695,-0.01081403,-0.28437296,-0.115931205,-0.02689123,-0.38326383,-0.16292812,-0.05455982,-0.45951903,-0.21207199,-0.0791163,-0.23377822,-0.41091555,0.016568877,-0.3540178,-0.47479373,-0.06238872,-0.41550627,-0.384225,-0.12895866,-0.44168815,-0.28005543,-0.16212206,-0.19786742,-0.46385837,-0.017603531,-0.29205444,-0.6356135,-0.06598709,-0.39954084,-0.707342,-0.10921623,-0.49050212,-0.75668836,-0.13878125,-0.13960521,-0.47118747,-0.06559808,-0.19647177,-0.68742734,-0.115051426,-0.26466697,-0.8210397,-0.15648137,-0.33387488,-0.9247728,-0.18254526,-0.073664054,-0.4381232,-0.116412975,-0.08537879,-0.6181517,-0.15687038,-0.10734262,-0.7524951,-0.17777985,-0.13824445,-0.8694719,-0.1918816
ㅇ,0.0,0.0,0.0,-0.13880081,-0.08495082,-0.012032178,-0.24033795,-0.214278,-0.03053186,-0.33082044,-0.3116163,-0.05947057,-0.38448992,-0.41472816,-0.0859489,-0.12032597,-0.45497683,0.03079008,-0.22976814,-0.5443563,-0.03018038,-0.30571455,-0.4793389,-0.09026041,-0.33161795,-0.4067457,-0.123721525,-0.08210763,-0.50290453,0.006098449,-0.16398145,-0.6866427,-0.020959826,-0.22254139,-0.80654794,-0.049019832,-0.2638622,-0.9205087,-0.071608424,-0.02867756,-0.50654376,-0.031680036,-0.044894278,-0.7224359,-0.06312599,-0.0660711,-0.8634235,-0.08444925,-0.08389062,-0.9913678,-0.100758016,0.020976586,-0.4693874,-0.07287376,0.06728916,-0.62566656,-0.100476824,0.08687461,-0.74635744,-0.10919361,0.09796717,-0.866425,-0.11537968
ㅇ,0.0,0.0,0.0,-0.14578636,-0.08360853,-0.024348166,-0.2515847,-0.21190374,-0.04538009,-0.33924466,-0.316464,-0.074822396,-0.39610893,-0.41949776,-0.1001132,-0.1296413,-0.45012325,0.028559709,-0.23548114,-0.54374677,-0.034715008,-0.30751058,-0.48308837,-0.09472101,-0.33348912,-0.41132784,-0.12635836,-0.09004558,-0.50262505,0.009997216,-0.1702582,-0.69212234,-0.018323706,-0.2324757,-0.81462187,-0.044545013,-0.27677435,-0.9330506,-0.064562924,-0.032772187,-0.5120439,-0.02388291,-0.057917573,-0.7257419,-0.057786897,-0.08561645,-0.8662164,-0.07859216,-0.106100805,-0.99008566,-0.09204878,0.022659106,-0.48081705,-0.0627019,0.056978576,-0.646972,-0.09090353,0.07223748,-0.770605,-0.0993497,0.08151986,-0.88887787,-0.10402612
ㅇ,0.0,0.0,0.0,-0.14999753,-0.02152014,-0.02143226,-0.28974023,-0.10970081,-0.04281484,-0.39385885,-0.15762648,-0.07284353,-0.46232784,-0.20917107,-0.09890433,-0.2552576,-0.41448846,-0.00021634658,-0.37372342,-0.47726884,-0.07960366,-0.4294832,-0.3801162,-0.1474499,-0.45255622,-0.27690744,-0.18232825,-0.20833746,-0.47437176,-0.029735463,-0.30099174,-0.6342644,-0.08014251,-0.40272874,-0.70942956,-0.12697355,-0.49006245,-0.77368295,-0.15959853,-0.13988164,-0.49200755,-0.07205974,-0.21095285,-0.6900881,-0.12423032,-0.28037417,-0.8137175,-0.16812217,-0.3476164,-0.9170385,-0.19545661,-0.06225505,-0.46970266,-0.11737221,-0.07021786,-0.64362967,-0.15989244,-0.08576258,-0.77057207,-0.18036878,-0.11153081,-0.8844778,-0.19271336
ㅇ,0.0,0.0,0.0,-0.15375344,-0.023688456,-0.027479965,-0.28707656,-0.09317325,-0.05309286,-0.38768438,-0.13415761,-0.086293854,-0.46011594,-0.18720698,-0.115123704,-0.25177237,-0.40082362,-0.0080677,-0.37727803,-0.45648763,-0.08948624,-0.42486796,-0.3519517,-0.15588823,-0.43815368,-0.2487143,-0.18810694,-0.2055423,-0.46750465,-0.034380466,-0.30888563,-0.62938404,-0.0861465,-0.40786874,-0.69172037,-0.12985787,-0.49131024,-0.7391762,-0.15795101,-0.13269603,-0.49129134,-0.07406449,-0.19945914,-0.6969059,-0.12563407,-0.2628427,-0.8228017,-0.16826493,-0.32655534,-0.9251982,-0.193313,-0.047851667,-0.47155374,-0.11699002,-0.05264922,-0.6465491,-0.15785277,-0.06399662,-0.7709662,-0.17602493,-0.082767405,-0.88069355,-0.18574947
ㅇ,0.0,0.0,0.0,-0.13831778,-0.0801422,-0.030642528,-0.24672027,-0.2205785,-0.05799181,-0.33662805,-0.3317593,-0.09445753,-0.38475567,-0.4541494,-0.12514792,-0.12637316,-0.4594527,0.025607279,-0.21526408,-0.57592696,-0.045749072,-0.2930801,-0.5180774,-0.107105985,-0.32044604,-0.4343492,-0.13507576,-0.08689587,-0.501251,0.009999569,-0.15886314,-0.6926098,-0.017767357,-0.21436197,-0.82287604,-0.035320062,-0.24608815,-0.9491602,-0.04524791,-0.027205488,-0.5051217,-0.023315968,-0.066369526,-0.71968687,-0.050593667,-0.092769235,-0.86709154,-0.05675083,-0.10687147,-0.9926218,-0.057275865,0.034235198,-0.4769938,-0.06367168,0.031818897,-0.6538135,-0.084195584,0.034259208,-0.7814035,-0.08118859,0.0390071,-0.8986159,-0.074363194
ㅇ,0.0,0.0,0.0,-0.1397122,-0.072678596,-0.029504599,-0.24493347,-0.21140401,-0.055948213,-0.32807657,-0.3228515,-0.09112788,-0.3739567,-0.4394414,-0.121503904,-0.12333541,-0.44940823,0.023147166,-0.21093044,-0.5579074,-0.047212165,-0.28636333,-0.50251055,-0.108317405,-0.31463677,-0.4230598,-0.13704512,-0.08202423,-0.49276444,0.0052482723,-0.15575683,-0.68390375,-0.024559664,-0.21372457,-0.81300306,-0.045917068,-0.24777095,-0.9373754,-0.059291933,-0.022778729,-0.49652138,-0.029598787,-0.05967431,-0.7169533,-0.060139634,-0.0851425,-0.8642015,-0.07158362,-0.09940315,-0.9921,-0.07652855,0.038949553,-0.46644408,-0.07078301,0.041199192,-0.6440197,-0.094000645,0.04544238,-0.7719835,-0.09414194,0.05110683,-0.8913114,-0.09075111
ㅇ,0.0,0.0,0.0,-0.15731172,-0.030839695,-0.029581267,-0.29592112,-0.10684957,-0.052250028,-0.3925226,-0.14641736,-0.082023904,-0.4415018,-0.19846807,-0.10739937,-0.24957609,-0.40382484,-0.0066889697,-0.36095738,-0.47494772,-0.08893571,-0.40701044,-0.37468877,-0.15882698,-0.42197892,-0.27042523,-0.19382097,-0.19157733,-0.46910122,-0.031587135,-0.27913862,-0.63817567,-0.080428876,-0.36740482,-0.71901995,-0.12692639,-0.44532004,-0.7880725,-0.15989035,-0.112538435,-0.4881099,-0.07052036,-0.17279907,-0.6949258,-0.12141629,-0.2265034,-0.8268844,-0.16907385,-0.28251046,-0.9383667,-0.19913772,-0.022343364,-0.46361825,-0.11310281,-0.02227762,-0.638183,-0.15244687,-0.028595623,-0.76093376,-0.17390727,-0.045363918,-0.87388307,-0.18782753
ㄴ,0.0,0.0,0.0,-0.05681515,-0.27698034,0.032199603,-0.17481191,-0.50598115,0.015596307,-0.22862636,-0.729229,-0.0071935165,-0.2136064,-0.8880035,-0.038025443,-0.36664015,-0.4473007,-0.062942,-0.6240909,-0.44288278,-0.0947695,-0.77667004,-0.44179368,-0.11032686,-0.8929242,-0.43434635,-0.11844645,-0.41590613,-0.27475274,-0.07586514,-0.55342716,-0.27052242,-0.08175339,-0.4718015,-0.27307147,-0.04304594,-0.37246084,-0.27185544,-0.016579842,-0.42190742,-0.09883652,-0.080141865,-0.4940414,-0.1349648,-0.07220824,-0.4263764,-0.119707175,-0.023428796,-0.3437889,-0.10734217,0.0049742265,-0.4165604,0.052144773,-0.07908819,-0.46512532,-0.0059302193,-0.052808028,-0.3985115,0.007422029,-0.00087963586,-0.33545378,0.021913534,0.034802824
ㅈ,0.0,0.0,0.0,-0.13798864,0.075361505,-0.030510938,-0.29131415,0.19109946,-0.08614183,-0.41854593,0.22556762,-0.13353276,-0.5164943,0.19000761,-0.18956451,-0.23616879,0.24917541,-0.2127255,-0.29922196,0.5499153,-0.27472568,-0.32518354,0.71463346,-0.30162805,-0.34694982,0.84512234,-0.31944418,-0.13054661,0.24377812,-0.22626579,-0.12431602,0.6174365,-0.2814958,-0.11072486,0.8111252,-0.2870188,-0.102453314,0.94914335,-0.29770848,-0.023434494,0.24621333,-0.22858189,-0.039366137,0.56764674,-0.2736567,-0.050289817,0.50774807,-0.23588647,-0.047202896,0.4127166,-0.20506458,0.07136337,0.26041156,-0.23125431,0.03266495,0.5170616,-0.26421416,0.023801934,0.46690494,-0.2284037,0.030490994,0.38164762,-0.19633466
ㄴ,0.0,0.0,0.0,-0.040107023,-0.24820033,0.032470267,-0.1461627,-0.491655,0.015287516,-0.20588443,-0.71335006,-0.007834291,-0.19237481,-0.87645334,-0.039409887,-0.35475603,-0.45194715,-0.07527353,-0.61387444,-0.4533165,-0.10370762,-0.7688396,-0.45330003,-0.11404173,-0.88674664,-0.44679096,-0.11856672,-0.41209182,-0.29042163,-0.0895823,-0.5285589,-0.23663391,-0.0962475,-0.43881658,-0.22545421,-0.056134023,-0.3397393,-0.22416155,-0.029396808,-0.42154175,-0.10987377,-0.09404614,-0.47638673,-0.100700416,-0.095391415,-0.40265945,-0.07850918,-0.05212879,-0.31877267,-0.07154049,-0.026568688,-0.42422235,0.050641797,-0.0912333,-0.4607336,0.02438526,-0.06928097,-0.39087656,0.047350403,-0.018466499,-0.32488185,0.055680975,0.016479913
ㄴ,0.0,0.0,0.0,0.00611107,-0.25942203,0.025502658,-0.041751686,-0.4948004,0.00033104562,-0.052854326,-0.7097707,-0.031142458,-0.02315564,-0.8509386,-0.07001405,-0.25505012,-0.4944863,-0.07626533,-0.4803378,-0.5814566,-0.112636395,-0.6204133,-0.6368194,-0.13161756,-0.7250529,-0.67383134,-0.14230157,-0.3361882,-0.35806987,-0.08757446,-0.4091062,-0.3944875,-0.0929733,-0.33862883,-0.36945298,-0.054414276,-0.2642986,-0.33150744,-0.031796,-0.36631086,-0.20081142,-0.09109792,-0.38663,-0.25901324,-0.09149572,-0.33573195,-0.22643322,-0.048901778,-0.2732218,-0.1875358,-0.025388442,-0.38571632,-0.061934873,-0.08899521,-0.39714637,-0.12550804,-0.07098016,-0.34367424,-0.09638833,-0.023655131,-0.29482266,-0.06352397,0.009093049
ㅈ,0.0,0.0,0.0,-0.12872396,0.10916912,-0.032926716,-0.27276197,0.2517945,-0.093443595,-0.39462042,0.31154585,-0.14522411,-0.50244313,0.28916013,-0.2055922,-0.23044175,0.25814584,-0.22225717,-0.24949422,0.557812,-0.2877268,-0.26083586,0.72769886,-0.31731567,-0.27002305,0.86517483,-0.33891213,-0.122964315,0.22660299,-0.23807193,-0.06918649,0.60054517,-0.30167097,-0.04379065,0.8015776,-0.3101735,-0.020766148,0.9458471,-0.32394764,-0.012720191,0.20869972,-0.24215315,0.014459732,0.5379978,-0.29027757,-0.014008476,0.47054276,-0.24878512,-0.025689367,0.3739342,-0.21715565,0.08373135,0.20913434,-0.24708459,0.074325405,0.47865686,-0.2824552,0.05237764,0.4267924,-0.24555416,0.0453774,0.33855963,-0.21392468
ㅈ,0.0,0.0,0.0,-0.13389862,0.08327698,-0.02400668,-0.28620544,0.20674764,-0.07241888,-0.41086113,0.2516204,-0.11371818,-0.50724417,0.21937557,-0.16324177,-0.23940502,0.26746663,-0.20005107,-0.28322655,0.5662062,-0.2631781,-0.30438808,0.7279478,-0.29340795,-0.32384676,0.85798544,-0.3140354,-0.1352231,0.2526629,-0.21552162,-0.11750535,0.6149202,-0.27082446,-0.0988382,0.81089133,-0.27935997,-0.084477894,0.9525209,-0.29251882,-0.029614862,0.24923897,-0.22014503,-0.02818871,0.56785524,-0.2638894,-0.04126241,0.50236565,-0.22725794,-0.043951478,0.40500835,-0.19720592,0.064217806,0.26083198,-0.22494623,0.035333663,0.5130254,-0.2576656,0.026872564,0.46042505,-0.22441277,0.028753798,0.3763773,-0.1940051
ㅈ,0.0,0.0,0.0,-0.13404395,0.06766021,-0.016955758,-0.2858731,0.17698263,-0.06786627,-0.40688834,0.23141366,-0.110955626,-0.5040086,0.21906166,-0.16257307,-0.2510478,0.25115237,-0.21724266,-0.31520697,0.54169405,-0.28977638,-0.35457975,0.6939901,-0.32801822,-0.3884878,0.8229187,-0.35548767,-0.15004045,0.2510703,-0.23358071,-0.14322586,0.6145877,-0.29318765,-0.12876064,0.80040383,-0.2989329,-0.11428119,0.943052,-0.31239828,-0.04517115,0.25686288,-0.23735105,-0.05023126,0.55035305,-0.27289975,-0.060057826,0.46794325,-0.22173116,-0.058345348,0.37174785,-0.18672106,0.04725225,0.26731244,-0.24165997,0.014627494,0.4988739,-0.26661587,0.009518598,0.4381698,-0.22550146,0.013098291,0.36076853,-0.19264585
ㄴ,0.0,0.0,0.0,-0.06582309,-0.25497437,0.021714281,-0.18494223,-0.4804144,-0.008279975,-0.2524181,-0.70012504,-0.043397095,-0.24696466,-0.86143935,-0.08673244,-0.3845546,-0.3988451,-0.09385181,-0.64480925,-0.37535655,-0.1390444,-0.80219495,-0.36454207,-0.16195025,-0.9220106,-0.34556976,-0.17457941,-0.42526183,-0.22537802,-0.10734769,-0.55685663,-0.17969409,-0.12777722,-0.4736388,-0.18524073,-0.09013737,-0.37364432,-0.19262235,-0.06388852,-0.41962197,-0.04702437,-0.11217649,-0.49892905,-0.053046785,-0.119481586,-0.4290422,-0.044097636,-0.06902686,-0.34105,-0.041395772,-0.038073033,-0.40601593,0.110545754,-0.111805044,-0.4592463,0.0718033,-0.095523335,-0.3881059,0.0780078,-0.04169463,-0.31806874,0.08362186,-0.0038477746
ㄴ,0.0,0.0,0.0,-0.011371227,-0.27480987,0.025778227,-0.082214564,-0.5137433,0.004704636,-0.10419743,-0.7276808,-0.023462307,-0.07601412,-0.8734578,-0.058634114,-0.3037266,-0.49851072,-0.063176215,-0.53364617,-0.5571823,-0.09084176,-0.67625326,-0.59264517,-0.10564784,-0.78142697,-0.61318105,-0.115675844,-0.3740011,-0.35755426,-0.07916207,-0.43732136,-0.37132552,-0.07839522,-0.36828706,-0.34832853,-0.044240955,-0.2977389,-0.31952807,-0.027208067,-0.39669895,-0.1943901,-0.0875974,-0.41527095,-0.23834465,-0.07880813,-0.36157274,-0.21024367,-0.03615955,-0.2969926,-0.18160073,-0.01639845,-0.4067482,-0.045125272,-0.09237546,-0.418792,-0.09769595,-0.07072673,-0.36519668,-0.0771443,-0.025261449,-0.31200895,-0.05325996,0.005294519
ㅈ,0.0,0.0,0.0,-0.13053541,0.07573096,-0.02366723,-0.28231892,0.19646361,-0.075205944,-0.40756398,0.25138,-0.11936281,-0.50751203,0.22844255,-0.17179628,-0.24077205,0.26577842,-0.2066923,-0.29003128,0.5622722,-0.27039987,-0.3155909,0.72069657,-0.30046412,-0.33667293,0.85068834,-0.32229647,-0.13894211,0.2566001,-0.22208232,-0.12247265,0.6188829,-0.2804213,-0.10602368,0.80865854,-0.28829524,-0.09120638,0.9490249,-0.3017168,-0.032952666,0.25473493,-0.22584036,-0.03218269,0.5580379,-0.26735762,-0.046349227,0.48451403,-0.22422975,-0.048971657,0.3910267,-0.19219704,0.060971428,0.2633758,-0.23013525,0.030443024,0.50159925,-0.2591258,0.022712464,0.44324082,-0.22172442,0.025482196,0.3639116,-0.19022855
ㅈ,0.0,0.0,0.0,-0.14087136,0.050222702,-0.021865638,-0.30244523,0.15427467,-0.06895093,-0.43170318,0.19653234,-0.10835756,-0.5270732,0.17220713,-0.15510508,-0.2688272,0.23296052,-0.20104195,-0.34279558,0.518795,-0.26337197,-0.3799422,0.673446,-0.2925554,-0.41114694,0.8018241,-0.31309187,-0.16224372,0.24581786,-0.21509323,-0.1754193,0.6065514,-0.27183875,-0.17399092,0.79688627,-0.27976516,-0.16910073,0.9412341,-0.29237524,-0.055854846,0.26250952,-0.21725495,-0.08805144,0.54610604,-0.25958896,-0.09661793,0.46220905,-0.21797553,-0.08853522,0.36902982,-0.18536937,0.035110805,0.28481928,-0.21941668,-0.022035852,0.50222224,-0.24787952,-0.027322842,0.43680218,-0.20968889,-0.017428692,0.3614281,-0.17699265
ㅈ,0.0,0.0,0.0,-0.13612978,0.08025933,-0.020123709,-0.28977227,0.201462,-0.07046458,-0.41535595,0.24557444,-0.11247788,-0.51424354,0.2150037,-0.16213398,-0.24781705,0.25124827,-0.21276201,-0.29826587,0.54433465,-0.27461123,-0.3214814,0.7023467,-0.30058792,-0.34187135,0.83096534,-0.31878927,-0.1423478,0.24829456,-0.22866608,-0.13427089,0.61445874,-0.2868044,-0.12516385,0.806421,-0.28998518,-0.11842423,0.94687706,-0.29899752,-0.03667501,0.25499263,-0.23184691,-0.052940812,0.5602849,-0.2719606,-0.066688694,0.49071112,-0.22583869,-0.064948075,0.39941195,-0.19102642,0.054557864,0.27030113,-0.23520443,0.00944711,0.50546676,-0.260651,0.0010864167,0.45359614,-0.22106747,0.007143435,0.37845004,-0.18802232
