label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
ㅂ,0.0,0.0,0.0,-0.13155724,-0.056095637,-0.05332842,-0.23445551,-0.2098558,-0.07175075,-0.24240279,-0.3526306,-0.08784604,-0.1664986,-0.35786197,-0.105007894,-0.15442325,-0.50033593,-0.02988843,-0.15794119,-0.68536067,-0.06132759,-0.14922367,-0.8008932,-0.095845215,-0.13929251,-0.90471774,-0.124690704,-0.079492666,-0.52178156,-0.036675606,-0.08486209,-0.7346114,-0.06346071,-0.084308594,-0.871739,-0.096669376,-0.077492505,-0.9892745,-0.12381806,-0.008496189,-0.49984798,-0.05075899,-0.009216335,-0.7012996,-0.07708353,-0.01227526,-0.8251538,-0.104329176,-0.00892741,-0.93452936,-0.12575726,0.066540495,-0.4422683,-0.071799226,0.06861389,-0.6039193,-0.09569977,0.06445059,-0.70463496,-0.11004979,0.061964855,-0.8007481,-0.122751504
ㅋ,0.0,0.0,0.0,-0.16899373,0.050666455,-0.05838213,-0.3300687,0.2464572,-0.11764827,-0.4419488,0.3858806,-0.15668692,-0.5640234,0.43160823,-0.18483722,-0.24708745,0.26398298,-0.23423305,-0.25932875,0.58366436,-0.2926582,-0.24717371,0.52979785,-0.2983237,-0.2294559,0.43051437,-0.28894025,-0.11103287,0.26081032,-0.2255578,-0.14381231,0.6287917,-0.26804882,-0.16691221,0.8124238,-0.2662784,-0.16715467,0.94768447,-0.27194384,0.011236538,0.2623062,-0.20502047,-0.038844034,0.55379957,-0.2255578,-0.06903874,0.49051046,-0.17386039,-0.06794773,0.39414918,-0.14066425,0.109670155,0.26903394,-0.18643065,0.04262248,0.49083358,-0.18501428,0.02154737,0.4336764,-0.12720877,0.034613375,0.35348558,-0.087196365
ㅂ,0.0,0.0,0.0,-0.12569366,-0.06968269,-0.061120976,-0.21713413,-0.23114431,-0.08294281,-0.19940005,-0.37027228,-0.10065813,-0.1177175,-0.36228803,-0.119567215,-0.1092646,-0.5082305,-0.038081504,-0.097057566,-0.6901114,-0.07138727,-0.07728704,-0.8045191,-0.10657916,-0.058068346,-0.9072233,-0.13608877,-0.027251653,-0.5211222,-0.041710515,-0.011010047,-0.7340663,-0.07057551,0.0024347375,-0.8731637,-0.10600616,0.016814683,-0.9906977,-0.13503829,0.044982787,-0.49091998,-0.052907944,0.06478559,-0.68992525,-0.08184457,0.07062332,-0.8174143,-0.11250019,0.07841636,-0.92691773,-0.13627978,0.11726013,-0.4227161,-0.07153052,0.13478525,-0.58143866,-0.097793125,0.13871008,-0.6835988,-0.1146012,0.14139226,-0.7807276,-0.12911725
ㅂ,0.0,0.0,0.0,-0.120832056,-0.064163476,-0.014823073,-0.20388438,-0.24773434,-0.011647661,-0.23311675,-0.37537238,-0.013989375,-0.17816809,-0.37382156,-0.019003829,-0.138355,-0.517429,0.017090432,-0.15477043,-0.69308597,-0.00028755458,-0.15910907,-0.79708594,-0.025943145,-0.1591743,-0.891,-0.050267544,-0.08394644,-0.53244424,-0.0065596453,-0.09942945,-0.73883396,-0.023895677,-0.10773521,-0.8720986,-0.051248364,-0.10599051,-0.99153954,-0.07493523,-0.027181007,-0.50484467,-0.036511507,-0.041301556,-0.7107848,-0.05845741,-0.051699284,-0.8335575,-0.08464536,-0.05200532,-0.94798756,-0.105831124,0.033320904,-0.44362217,-0.07032536,0.022713352,-0.6077229,-0.0936199,0.011565547,-0.7120417,-0.109460175,0.0035831493,-0.81666565,-0.12417251
ㅋ,0.0,0.0,0.0,-0.16053905,0.07180755,-0.03192595,-0.3093425,0.28407034,-0.07679487,-0.40757772,0.43594164,-0.111358866,-0.52302885,0.50031507,-0.13476874,-0.31079584,0.30506355,-0.17479502,-0.26290604,0.6214428,-0.22767378,-0.22531062,0.57410055,-0.23538527,-0.20829526,0.46837553,-0.23208037,-0.18879735,0.2857001,-0.18654585,-0.15726738,0.6560546,-0.23208037,-0.14615573,0.8331134,-0.23189677,-0.13830256,0.9609226,-0.23979186,-0.06500253,0.27198046,-0.18929997,-0.034890287,0.60469824,-0.20949672,-0.022016231,0.5447031,-0.157995,-0.019604998,0.44914433,-0.12880151,0.0512615,0.26823065,-0.19444096,0.0579737,0.5198041,-0.19517538,0.06406138,0.47525656,-0.14514254,0.06588061,0.40115517,-0.1122769
ㅂ,0.0,0.0,0.0,-0.13240777,-0.06918413,-0.060424503,-0.22778834,-0.2320378,-0.0806626,-0.21769497,-0.3790551,-0.09693055,-0.13474816,-0.37897673,-0.11368265,-0.11910398,-0.5155985,-0.03130198,-0.11067766,-0.69728875,-0.062458,-0.09587233,-0.81050366,-0.09683371,-0.08194848,-0.9119461,-0.12559311,-0.038596697,-0.5297065,-0.0340133,-0.028617378,-0.7411465,-0.060569752,-0.020449914,-0.8776903,-0.09412239,-0.010770085,-0.99252987,-0.12152613,0.032770433,-0.5004591,-0.04488281,0.046044163,-0.6986719,-0.07199605,0.04876291,-0.8221373,-0.10080387,0.053854834,-0.9284961,-0.123075455,0.10505327,-0.43434763,-0.063281074,0.11729429,-0.59291077,-0.08763458,0.118592754,-0.6924668,-0.10293419,0.11975842,-0.78618246,-0.11629715
ㅂ,0.0,0.0,0.0,-0.11793587,-0.07548457,-0.07552111,-0.1956083,-0.22878483,-0.10773996,-0.1749001,-0.36629647,-0.13355245,-0.08969392,-0.3715438,-0.16067427,-0.06538323,-0.4988889,-0.063222766,-0.038358197,-0.679206,-0.105308354,-0.012026123,-0.79347026,-0.14496231,0.011408987,-0.9006941,-0.17685382,0.018845892,-0.5013907,-0.062006973,0.05186823,-0.71334857,-0.099603415,0.07480113,-0.85533917,-0.13981852,0.093363985,-0.9806807,-0.17189708,0.08928195,-0.46146747,-0.06850685,0.124239996,-0.6573538,-0.10502779,0.1390949,-0.7891734,-0.13860272,0.1498817,-0.90442854,-0.16366702,0.15510182,-0.38584003,-0.08319004,0.18378882,-0.5405158,-0.11578298,0.19460063,-0.64618576,-0.13579701,0.20048496,-0.747115,-0.15178955
ㅋ,0.0,0.0,0.0,-0.15867661,0.07784042,-0.0683287,-0.29657957,0.2763906,-0.13217174,-0.39710525,0.42233124,-0.17499758,-0.5068516,0.4899108,-0.20771058,-0.18673411,0.29449135,-0.24992087,-0.22053948,0.6157342,-0.30022147,-0.20706221,0.5537234,-0.2896689,-0.1861559,0.4593948,-0.2678602,-0.052421954,0.29583615,-0.23461962,-0.101603724,0.6544078,-0.269619,-0.12957692,0.8286523,-0.26539794,-0.14016524,0.9522121,-0.27137774,0.06321389,0.29306808,-0.20753469,-0.0022055996,0.582486,-0.23075035,-0.02707645,0.5188822,-0.19188172,-0.02085419,0.41484135,-0.16734698,0.1492956,0.3018145,-0.18150502,0.072631374,0.520312,-0.19188172,0.053083073,0.46823135,-0.14993523,0.07316813,0.38563344,-0.12003629
ㅋ,0.0,0.0,0.0,-0.17179963,0.07249123,-0.0464312,-0.32409745,0.27563542,-0.094480924,-0.4309933,0.42049396,-0.12622105,-0.54207975,0.47972953,-0.14787465,-0.24176314,0.32055947,-0.19358782,-0.25626174,0.6228151,-0.24041142,-0.23434755,0.5619491,-0.2433726,-0.21625589,0.4619868,-0.2337488,-0.1142646,0.32495442,-0.18896098,-0.14778438,0.67068326,-0.21376084,-0.16595542,0.83829063,-0.21265037,-0.16994095,0.96035844,-0.22097869,0.005271604,0.3203983,-0.17359988,-0.027996726,0.5767537,-0.1811879,-0.05180284,0.5145758,-0.13686278,-0.051073994,0.42200932,-0.110952474,0.10665214,0.3153136,-0.15916413,0.048098084,0.50812155,-0.14898509,0.033987164,0.45555043,-0.0931854,0.049754664,0.3833843,-0.05566174
ㅋ,0.0,0.0,0.0,-0.15668148,0.049746387,-0.030181779,-0.31349984,0.24271074,-0.07336017,-0.41691038,0.38993916,-0.10612233,-0.53366053,0.43386227,-0.12739994,-0.32157204,0.25233638,-0.16906483,-0.29625544,0.57551444,-0.22435097,-0.2492674,0.52845204,-0.23467818,-0.22477809,0.4324077,-0.23360987,-0.20245607,0.251903,-0.18268606,-0.1967249,0.63154835,-0.2337879,-0.19919819,0.81215996,-0.23841734,-0.20088372,0.9479275,-0.24714206,-0.079958506,0.25348324,-0.18713742,-0.0685475,0.56751704,-0.21348962,-0.04758213,0.49417505,-0.16292192,-0.03971688,0.39344805,-0.13176227,0.034247775,0.26548672,-0.19319132,0.034833115,0.48558432,-0.19995743,0.048632372,0.4264717,-0.14938973,0.05070556,0.35077634,-0.1141348
ㅋ,0.0,0.0,0.0,-0.16286078,0.054099586,-0.06918879,-0.31740025,0.24341579,-0.14365847,-0.42251232,0.37709382,-0.19119784,-0.5474453,0.41140053,-0.22514217,-0.22748318,0.23104246,-0.3082711,-0.25419563,0.5695938,-0.36750048,-0.25580832,0.50385857,-0.35364565,-0.24909121,0.38813472,-0.33130473,-0.08956843,0.22273265,-0.2954554,-0.1314458,0.61173266,-0.3553775,-0.16292898,0.7919418,-0.3460255,-0.17022827,0.92284775,-0.34550595,0.03129092,0.22888643,-0.26532117,-0.028221156,0.5488111,-0.29355034,-0.06400925,0.48537618,-0.22843269,-0.063881725,0.3825278,-0.18686819,0.12745427,0.23966828,-0.23709194,0.05890682,0.48502582,-0.24298026,0.030634671,0.43555388,-0.18184583,0.0393327,0.34870937,-0.13976179
ㅋ,0.0,0.0,0.0,-0.16680995,0.052246913,-0.025677154,-0.3366512,0.25048614,-0.07426015,-0.45210582,0.39875197,-0.11349572,-0.5811563,0.42653677,-0.14208232,-0.35063624,0.22609168,-0.19300808,-0.3340338,0.5694907,-0.25292635,-0.28451326,0.52570724,-0.26201347,-0.2634539,0.4336081,-0.26277074,-0.22386952,0.2109784,-0.21260221,-0.23715794,0.6171105,-0.2722365,-0.24280381,0.79204535,-0.2686395,-0.24760036,0.9292723,-0.27412966,-0.095702775,0.20946935,-0.22150002,-0.09591921,0.555634,-0.24781485,-0.07362133,0.48028615,-0.18344769,-0.06162734,0.37699258,-0.14624725,0.023102434,0.22446871,-0.23285894,0.0045793746,0.48660037,-0.23039785,0.015625903,0.43805832,-0.16991165,0.024279326,0.35892418,-0.13166997
ㅋ,0.0,0.0,0.0,-0.17888567,0.050087232,-0.0357929,-0.3357168,0.25468218,-0.08247456,-0.4340768,0.41889492,-0.1123654,-0.55298173,0.4757255,-0.13697067,-0.30244774,0.25051773,-0.21525186,-0.29004627,0.5778848,-0.2748513,-0.26090455,0.59780127,-0.28232405,-0.24281852,0.53991544,-0.2733932,-0.15715571,0.2382473,-0.21999067,-0.16260675,0.6160378,-0.27321097,-0.16916564,0.816723,-0.27029482,-0.17742711,0.94659925,-0.26920122,-0.02515702,0.23271236,-0.21361153,-0.04952071,0.58854234,-0.24787667,-0.08687113,0.68954057,-0.2254585,-0.122046575,0.7327393,-0.21087761,0.0851779,0.23192732,-0.20431618,0.041818906,0.47237808,-0.20413393,0.016947981,0.4630922,-0.16075577,0.0035811008,0.41251078,-0.13223188
ㅅ,0.0,0.0,0.0,-0.11398779,0.11317929,-0.02754298,-0.15947065,0.30559435,-0.07663431,-0.11915646,0.46289894,-0.11421784,-0.06780796,0.570389,-0.15111177,-0.1667101,0.32901824,-0.19481556,-0.18724152,0.6195303,-0.25291485,-0.20212847,0.77977395,-0.2779131,-0.21360295,0.9061404,-0.29360163,-0.055620216,0.30635536,-0.20171161,-0.008943391,0.63678586,-0.25360447,0.020532066,0.82186604,-0.26256934,0.044743598,0.9611931,-0.27222383,0.043228958,0.28401786,-0.19567755,0.05721631,0.55548614,-0.22446862,0.026502673,0.49978653,-0.18016143,0.006105748,0.41444793,-0.14774993,0.121057585,0.2668144,-0.19067793,0.108134754,0.4754619,-0.20171161,0.081770025,0.43207878,-0.15749063,0.07267416,0.36463198,-0.12266552
ㅅ,0.0,0.0,0.0,-0.13684934,0.088058084,-0.029239565,-0.21392785,0.28693762,-0.069308184,-0.21695879,0.47480842,-0.09600576,-0.20959757,0.61381626,-0.12060852,-0.20764269,0.31500113,-0.18175885,-0.25472364,0.59969676,-0.22980553,-0.29552466,0.7478809,-0.24460284,-0.33419767,0.8621208,-0.25137755,-0.09606513,0.32115188,-0.18149143,-0.095912315,0.64874524,-0.21857384,-0.1001435,0.8333544,-0.2171476,-0.101651296,0.97027,-0.21964353,0.005435736,0.326222,-0.16972488,-0.01965874,0.56635547,-0.18862265,-0.047055934,0.5107917,-0.14672667,-0.056859784,0.42593518,-0.11650805,0.087479874,0.3298949,-0.15929547,0.040438674,0.51888186,-0.1622371,0.017857138,0.467818,-0.119271405,0.018976107,0.39384392,-0.08597746
ㅋ,0.0,0.0,0.0,-0.17456959,0.04938758,-0.0560865,-0.33082867,0.25194266,-0.120402224,-0.4381651,0.38818482,-0.1639215,-0.5626253,0.4272423,-0.19737095,-0.27324948,0.2115829,-0.26146775,-0.25509274,0.5760443,-0.32959253,-0.2232538,0.60324556,-0.34045044,-0.1864125,0.5706111,-0.33589712,-0.12010076,0.19336593,-0.2572647,-0.14381102,0.5897848,-0.32223713,-0.17412218,0.7846749,-0.32416353,-0.17771061,0.92687315,-0.33064327,0.01180398,0.19780333,-0.23887625,-0.030654367,0.55816126,-0.26339415,-0.08631421,0.51546186,-0.20437604,-0.10916809,0.42844075,-0.168037,0.11420524,0.21534656,-0.22293961,0.050890192,0.48603633,-0.21645987,0.007496995,0.45050907,-0.15525268,0.0015280084,0.36847022,-0.1143603
ㅅ,0.0,0.0,0.0,-0.12473671,0.13038206,-0.039817203,-0.16385081,0.32662305,-0.086821295,-0.11679323,0.48496252,-0.11784357,-0.054647584,0.5823895,-0.14830957,-0.1295347,0.35085067,-0.20128278,-0.11813756,0.6570193,-0.25399923,-0.11110008,0.8240667,-0.27162847,-0.10263367,0.95469403,-0.27933052,-0.012757689,0.32454193,-0.19477881,0.04559589,0.6366467,-0.23842394,0.07626543,0.8190966,-0.24082014,0.102293305,0.94911504,-0.24304518,0.083953395,0.30002576,-0.1762938,0.086504154,0.5307761,-0.2024809,0.0399144,0.49598905,-0.16876288,0.012246739,0.41768238,-0.1405219,0.15247902,0.28269184,-0.15900691,0.12304925,0.4674184,-0.16901961,0.080686875,0.43762076,-0.13316216,0.06630627,0.37248886,-0.10226825
ㅅ,0.0,0.0,0.0,-0.118539855,0.13575374,-0.03877519,-0.15006608,0.32834056,-0.09011193,-0.09888773,0.48048508,-0.12832206,-0.040822107,0.5783065,-0.16583906,-0.1310415,0.336216,-0.195818,-0.13579066,0.6357561,-0.25109705,-0.138392,0.80267286,-0.27258486,-0.13719845,0.93801284,-0.2843685,-0.012706487,0.31814703,-0.19425839,0.042433277,0.6336485,-0.24295251,0.07636651,0.82236993,-0.2500573,0.10751582,0.960554,-0.256469,0.085789815,0.29951605,-0.18143503,0.08316267,0.5497698,-0.212627,0.03631089,0.50985324,-0.17883572,0.010423686,0.42512614,-0.15058967,0.15695919,0.2896797,-0.16991135,0.12382624,0.4916656,-0.18403438,0.083646886,0.45979646,-0.14816363,0.072831236,0.39075848,-0.11757819
ㅅ,0.0,0.0,0.0,-0.11197771,0.12825982,-0.047290396,-0.12790698,0.32776225,-0.10558368,-0.054864056,0.4745745,-0.1506394,0.018033382,0.54911983,-0.19473813,-0.12525669,0.31399545,-0.20765676,-0.13194245,0.5997682,-0.27256885,-0.13891596,0.7641838,-0.29952252,-0.14339012,0.89501023,-0.31579047,-0.011677028,0.27720267,-0.2114845,0.04336541,0.6008608,-0.27655607,0.07340891,0.79543614,-0.29282397,0.099964,0.947263,-0.3044667,0.08921098,0.24418943,-0.20510493,0.10151085,0.5283788,-0.25614145,0.059007086,0.4834754,-0.22504108,0.03047769,0.39399347,-0.19394068,0.16846327,0.22652633,-0.20047975,0.1472335,0.45356235,-0.2307827,0.111804575,0.42216346,-0.19872536,0.10224838,0.3488202,-0.1687414
ㅅ,0.0,0.0,0.0,-0.12962134,0.08434201,-0.043459117,-0.2082383,0.26563832,-0.09663851,-0.19776097,0.43066478,-0.13720404,-0.17068973,0.5425274,-0.17533898,-0.19868271,0.25794685,-0.19578937,-0.24625383,0.5577227,-0.25730816,-0.26724753,0.732082,-0.28546935,-0.28019193,0.87571275,-0.30206433,-0.076715335,0.256589,-0.19746563,-0.06295085,0.5933728,-0.25613475,-0.049121317,0.80076724,-0.2685391,-0.03518213,0.9597149,-0.27876428,0.02497619,0.26524854,-0.18975481,-0.0076156245,0.5515219,-0.23333761,-0.044358537,0.5011624,-0.20517643,-0.05995041,0.40693885,-0.17885913,0.09778839,0.29139262,-0.1838879,0.03514159,0.5105212,-0.2093671,0.0040460043,0.469708,-0.18070303,0.0005931187,0.3946803,-0.15472096
ㅅ,0.0,0.0,0.0,-0.11343322,0.12842214,-0.050672185,-0.13087043,0.32889456,-0.11032711,-0.060649272,0.47746664,-0.15492664,0.011090119,0.553529,-0.19831204,-0.12037869,0.31814256,-0.21692891,-0.13124238,0.61168444,-0.27925494,-0.13741927,0.77223825,-0.3025665,-0.1396271,0.90110326,-0.3171362,-0.0050048186,0.28180814,-0.21644326,0.058470696,0.5997147,-0.28152132,0.10013026,0.79351765,-0.2977099,0.13590369,0.94096863,-0.31001323,0.0923706,0.24849498,-0.20527312,0.0993006,0.5227532,-0.25432453,0.056973025,0.48034143,-0.22405188,0.028386379,0.3938447,-0.1953981,0.1665799,0.23240012,-0.19588374,0.14227664,0.45111224,-0.22631827,0.10602833,0.42014495,-0.19685507,0.09351423,0.34848472,-0.16982013
ㄹ,0.0,0.0,0.0,-0.15244228,-0.20470247,0.037837528,-0.33375713,-0.25312,0.03476541,-0.47770435,-0.17218114,0.028590757,-0.5672318,-0.07724536,0.019009395,-0.40888494,-0.30457625,-0.06503283,-0.6524057,-0.30797312,-0.101046585,-0.79266125,-0.31491137,-0.114551745,-0.89970577,-0.31916267,-0.11954013,-0.41280302,-0.15015502,-0.10396661,-0.6925697,-0.123469375,-0.14332625,-0.85507476,-0.1098504,-0.16413148,-0.9788682,-0.10340708,-0.17641996,-0.40315366,0.0069460715,-0.13225445,-0.65603894,0.052333828,-0.16108978,-0.8010283,0.07809757,-0.17605495,-0.9065778,0.09103448,-0.1846934,-0.37742493,0.14612956,-0.15378968,-0.5655489,0.16191305,-0.15999477,-0.6515985,0.17104478,-0.14758462,-0.7200925,0.18105242,-0.13748619
ㄹ,0.0,0.0,0.0,-0.15724434,-0.19173436,0.027199648,-0.34986642,-0.22123842,0.020455068,-0.49688706,-0.13917588,0.012135763,-0.5879904,-0.03691869,0.00078724587,-0.41761953,-0.26323447,-0.07208235,-0.66387683,-0.21507303,-0.11207443,-0.8117686,-0.19014446,-0.12823765,-0.92288506,-0.16981986,-0.13441771,-0.41375393,-0.1116699,-0.105953805,-0.69719,-0.03056278,-0.14226162,-0.86047566,0.021783914,-0.15913795,-0.98380595,0.060035393,-0.1688834,-0.39788023,0.0400169,-0.13097115,-0.649012,0.112732336,-0.15735522,-0.7970066,0.16401424,-0.17197344,-0.904186,0.19936286,-0.18136236,-0.3657252,0.17124853,-0.15081863,-0.5504591,0.22817868,-0.15664214,-0.63701403,0.26182613,-0.14677782,-0.7016339,0.2889518,-0.13893391
ㄹ,0.0,0.0,0.0,-0.14448543,-0.19933373,0.06309077,-0.32541186,-0.24521278,0.07777595,-0.46246576,-0.15655334,0.08502788,-0.55248475,-0.050397515,0.08774735,-0.39470634,-0.33422473,-0.026969183,-0.6329314,-0.36304948,-0.046806246,-0.771328,-0.38751888,-0.04870988,-0.8773939,-0.40678895,-0.0481962,-0.40955946,-0.1865723,-0.076508954,-0.69151026,-0.18602555,-0.109323956,-0.849106,-0.18719807,-0.12449258,-0.9713732,-0.19816172,-0.13101932,-0.4081658,-0.03682842,-0.114158586,-0.66566426,-0.023276089,-0.13694175,-0.79978603,-0.023366395,-0.14951175,-0.90252435,-0.036174286,-0.15652198,-0.3820849,0.10309254,-0.14286415,-0.54587036,0.07938155,-0.13246971,-0.56203616,0.045651786,-0.10624189,-0.56417,0.02718331,-0.088897675
ㄹ,0.0,0.0,0.0,-0.14773883,-0.21049385,0.035589863,-0.32906944,-0.26681516,0.031599153,-0.47892863,-0.198113,0.02670684,-0.57480264,-0.107647724,0.01906537,-0.39133757,-0.31616408,-0.080288514,-0.6271886,-0.3296344,-0.12214663,-0.76576865,-0.35109103,-0.13917364,-0.87323725,-0.37100625,-0.14662297,-0.39239234,-0.17098215,-0.117830746,-0.67641866,-0.1382623,-0.1671973,-0.8438578,-0.12145936,-0.19250135,-0.9716411,-0.11421785,-0.20704527,-0.38709763,-0.017674923,-0.14343041,-0.6411856,0.040519144,-0.17984933,-0.7887448,0.07515589,-0.19734934,-0.89665264,0.09544497,-0.20586284,-0.36913317,0.12157104,-0.16187635,-0.560424,0.15811825,-0.17050812,-0.64415973,0.18059905,-0.15856555,-0.7095899,0.20161231,-0.14827839
ㅇ,0.0,0.0,0.0,-0.12498702,-0.08297067,-0.028416174,-0.2289982,-0.22774203,-0.04804912,-0.3145261,-0.3340292,-0.07449399,-0.36982512,-0.43447843,-0.09896827,-0.16050753,-0.46506438,-0.0044406285,-0.24631499,-0.594913,-0.07444533,-0.30506346,-0.56332415,-0.13419566,-0.3407909,-0.49790522,-0.1639735,-0.103442155,-0.5080904,-0.026518567,-0.16979374,-0.71037555,-0.06510326,-0.2259391,-0.8419252,-0.1057802,-0.27142385,-0.9528102,-0.13594729,-0.035389498,-0.49873313,-0.060918797,-0.07712371,-0.7116492,-0.10042797,-0.11452897,-0.8478304,-0.13487685,-0.14981624,-0.9625139,-0.1581347,0.039073776,-0.44996393,-0.09950348,0.03433123,-0.61431575,-0.13322252,0.03055958,-0.7342751,-0.14665176,0.022913627,-0.84315217,-0.15511799
ㅌ,0.0,0.0,0.0,-0.089675784,-0.22357558,0.00084917166,-0.23267323,-0.32130566,-0.03096799,-0.37824932,-0.2861663,-0.05117998,-0.49038342,-0.20216109,-0.07878273,-0.25034118,-0.4068048,-0.15608099,-0.44612283,-0.56783885,-0.20259771,-0.5718942,-0.6448167,-0.22315407,-0.67751485,-0.6971634,-0.2343859,-0.2530553,-0.24245413,-0.16879626,-0.53513604,-0.25009418,-0.2203991,-0.68893427,-0.2471428,-0.24477005,-0.8027996,-0.25239733,-0.2642668,-0.27226004,-0.08540386,-0.16688898,-0.5367025,-0.10351121,-0.21722029,-0.68955857,-0.14292297,-0.24477005,-0.79587525,-0.16820104,-0.26257142,-0.29253,0.030709209,-0.15544522,-0.44905546,-0.050997097,-0.18172348,-0.46154204,-0.10718819,-0.1740943,-0.45147783,-0.14091122,-0.16699494
ㅇ,0.0,0.0,0.0,-0.13143368,-0.088556714,-0.018074576,-0.23764786,-0.22675154,-0.037989438,-0.32849604,-0.3194058,-0.06756942,-0.39365688,-0.42208892,-0.094985,-0.16763878,-0.47650814,0.0048318687,-0.2567426,-0.60527706,-0.06916161,-0.3215345,-0.55825335,-0.1331479,-0.364094,-0.4866234,-0.1666835,-0.12591825,-0.5110821,-0.025799206,-0.204181,-0.7135455,-0.07005722,-0.28000286,-0.83074635,-0.112946935,-0.34685647,-0.92675245,-0.14429325,-0.06954001,-0.49622273,-0.0690621,-0.12554012,-0.7076464,-0.11324548,-0.1810585,-0.8389798,-0.14707959,-0.23495843,-0.9503387,-0.16937031,-0.008564394,-0.44268757,-0.11613133,-0.034996662,-0.6121731,-0.15135862,-0.056031197,-0.7370738,-0.16409616,-0.07763098,-0.84942156,-0.17265423
ㅌ,0.0,0.0,0.0,-0.13036911,-0.18839926,0.003625168,-0.28182328,-0.25670594,-0.03305237,-0.4181174,-0.19646926,-0.061231803,-0.51744485,-0.09694774,-0.09771557,-0.31307706,-0.34366852,-0.16154832,-0.5433849,-0.45493042,-0.21679993,-0.6782316,-0.5136936,-0.2427095,-0.7915269,-0.5545237,-0.25688225,-0.2873417,-0.19424133,-0.18125732,-0.5783151,-0.14623965,-0.23872341,-0.73492014,-0.11204764,-0.26618314,-0.85386246,-0.0941608,-0.2885495,-0.2816466,-0.038218297,-0.18668284,-0.55338573,0.0021497698,-0.23761617,-0.71055305,0.005609731,-0.26263994,-0.81857854,0.010034911,-0.2803559,-0.28440058,0.089898385,-0.18358254,-0.45635414,0.053555217,-0.2121495,-0.49152792,0.005987535,-0.20727761,-0.5037015,-0.027959887,-0.20318079
ㅇ,0.0,0.0,0.0,-0.12615049,-0.083636254,-0.02323761,-0.23370679,-0.21838348,-0.04417045,-0.3229824,-0.31177288,-0.07314307,-0.38754278,-0.40659162,-0.10049793,-0.16950662,-0.4593278,-0.005724126,-0.26601762,-0.5838911,-0.07971217,-0.3270097,-0.5430678,-0.14206947,-0.36181104,-0.47177416,-0.17256181,-0.12171046,-0.50017375,-0.031399947,-0.20143655,-0.7023278,-0.07221163,-0.26463267,-0.8309313,-0.11393024,-0.31442586,-0.93827677,-0.14412844,-0.059856523,-0.49124482,-0.068731,-0.11023199,-0.7056217,-0.10922403,-0.15129887,-0.84223354,-0.14304993,-0.18948972,-0.95612323,-0.16520835,0.010067239,-0.44226858,-0.10981231,-0.002703227,-0.6117533,-0.14295189,-0.010915677,-0.73527884,-0.15432525,-0.021256827,-0.84447575,-0.16069824
ㅌ,0.0,0.0,0.0,-0.12531774,-0.20050062,0.0037679349,-0.28012523,-0.27837363,-0.033480134,-0.42227715,-0.22171795,-0.06276396,-0.5259464,-0.12504923,-0.10069028,-0.31445682,-0.36228803,-0.16233455,-0.54786634,-0.45680994,-0.21838497,-0.68358886,-0.5075273,-0.24478795,-0.79906774,-0.5421154,-0.2600032,-0.28726885,-0.20912312,-0.1850456,-0.5774122,-0.16381398,-0.24255039,-0.7330518,-0.13367403,-0.26917714,-0.85135925,-0.120759636,-0.29200006,-0.28080764,-0.049305942,-0.19410764,-0.557621,-0.022745073,-0.24724923,-0.7170631,-0.026409496,-0.2736522,-0.82665336,-0.027634162,-0.29267132,-0.28252605,0.081747696,-0.19455513,-0.46181896,0.032659173,-0.22588071,-0.50194186,-0.018700104,-0.22330754,-0.517575,-0.054223392,-0.22151752
ㅌ,0.0,0.0,0.0,-0.11124788,-0.21098566,0.0073579657,-0.26997274,-0.28983736,-0.022634467,-0.4235691,-0.22438027,-0.04549673,-0.5327646,-0.12486702,-0.075503446,-0.30365765,-0.40130547,-0.13157317,-0.537042,-0.50496775,-0.17569733,-0.67296964,-0.55348915,-0.19535887,-0.7859176,-0.58293015,-0.20621845,-0.29316694,-0.24242082,-0.15249212,-0.5872307,-0.22914235,-0.20187463,-0.7422561,-0.21099252,-0.22519414,-0.86121076,-0.20595407,-0.24371259,-0.3003073,-0.08235314,-0.16083686,-0.5701196,-0.08486877,-0.2098764,-0.72095144,-0.103798606,-0.23593941,-0.82807744,-0.11401924,-0.25331473,-0.31025928,0.045248985,-0.16060823,-0.4703212,-0.024992596,-0.18609965,-0.48012558,-0.07220822,-0.17798355,-0.46952647,-0.09842975,-0.1713535
